UTC_START,UTC_MIDDLE,UTC_END,SUN-TARGET_RANGE[km],TARGET-S/C_RANGE[km],PHASE_ANGLE[deg],ANGULAR_DIAMETER[deg],SUB-S/C_POINT_LON[deg],SUB-S/C_POINT_LAT[deg]
12:25:47.20,12:25:52.54,12:25:57.88,1.50388074e+08,1.97562006e+01,19.959,2.508222,101.142,36.914
12:25:57.85,12:26:03.19,12:26:08.53,1.50388112e+08,1.97560489e+01,19.960,2.508241,101.003,36.914
12:26:08.54,12:26:13.88,12:26:19.22,1.50388150e+08,1.97558964e+01,19.960,2.508260,100.863,36.914
12:26:19.20,12:26:24.54,12:26:29.88,1.50388188e+08,1.97557444e+01,19.960,2.508280,100.723,36.914
12:26:29.89,12:26:35.23,12:26:40.57,1.50388226e+08,1.97555919e+01,19.961,2.508299,100.584,36.914
12:26:40.54,12:26:45.88,12:26:51.22,1.50388264e+08,1.97554399e+01,19.961,2.508318,100.444,36.914
12:26:51.23,12:26:56.57,12:27:01.91,1.50388302e+08,1.97552874e+01,19.961,2.508338,100.304,36.914
12:27:01.89,12:27:07.23,12:27:12.57,1.50388340e+08,1.97551353e+01,19.961,2.508357,100.165,36.914
12:27:12.57,12:27:17.91,12:27:23.25,1.50388379e+08,1.97549828e+01,19.962,2.508376,100.025,36.914
12:27:23.26,12:27:28.60,12:27:33.94,1.50388417e+08,1.97548302e+01,19.962,2.508396,99.885,36.914
12:27:33.95,12:27:39.29,12:27:44.63,1.50388455e+08,1.97546776e+01,19.962,2.508415,99.745,36.914
12:27:44.63,12:27:49.97,12:27:55.31,1.50388493e+08,1.97545251e+01,19.962,2.508435,99.605,36.914
12:27:55.29,12:28:00.63,12:28:05.97,1.50388531e+08,1.97543729e+01,19.963,2.508454,99.466,36.914
12:28:05.98,12:28:11.32,12:28:16.66,1.50388569e+08,1.97542202e+01,19.963,2.508473,99.326,36.914
12:28:16.63,12:28:21.97,12:28:27.31,1.50388607e+08,1.97540680e+01,19.963,2.508493,99.186,36.914
12:28:27.32,12:28:32.66,12:28:38.00,1.50388645e+08,1.97539153e+01,19.964,2.508512,99.047,36.913
12:28:37.98,12:28:43.32,12:28:48.66,1.50388684e+08,1.97537630e+01,19.964,2.508531,98.907,36.913
12:28:48.66,12:28:54.00,12:28:59.34,1.50388722e+08,1.97536103e+01,19.964,2.508551,98.767,36.913
12:28:59.35,12:29:04.69,12:29:10.03,1.50388760e+08,1.97534575e+01,19.964,2.508570,98.627,36.913
12:29:10.01,12:29:15.35,12:29:20.69,1.50388798e+08,1.97533051e+01,19.965,2.508589,98.488,36.913
12:29:20.70,12:29:26.04,12:29:31.38,1.50388836e+08,1.97531522e+01,19.965,2.508609,98.348,36.913
12:29:31.35,12:29:36.69,12:29:42.03,1.50388874e+08,1.97529999e+01,19.965,2.508628,98.208,36.913
12:29:42.04,12:29:47.38,12:29:52.72,1.50388912e+08,1.97528470e+01,19.965,2.508648,98.069,36.913
12:29:52.70,12:29:58.04,12:30:03.38,1.50388950e+08,1.97526945e+01,19.966,2.508667,97.929,36.913
12:30:03.38,12:30:08.72,12:30:14.06,1.50388988e+08,1.97525418e+01,19.966,2.508686,97.789,36.913
12:30:14.04,12:30:19.38,12:30:24.72,1.50389027e+08,1.97523891e+01,19.966,2.508706,97.650,36.913
12:30:24.73,12:30:30.07,12:30:35.41,1.50389065e+08,1.97522361e+01,19.966,2.508725,97.510,36.913
12:30:35.38,12:30:40.72,12:30:46.06,1.50389103e+08,1.97520837e+01,19.967,2.508744,97.370,36.913
12:30:46.07,12:30:51.41,12:30:56.75,1.50389141e+08,1.97519307e+01,19.967,2.508764,97.231,36.913
12:30:56.79,12:31:02.13,12:31:07.47,1.50389179e+08,1.97517771e+01,19.967,2.508783,97.090,36.913
12:31:07.44,12:31:12.78,12:31:18.12,1.50389217e+08,1.97516246e+01,19.968,2.508803,96.951,36.913
12:31:18.13,12:31:23.47,12:31:28.81,1.50389255e+08,1.97514715e+01,19.968,2.508822,96.811,36.913
12:31:28.79,12:31:34.13,12:31:39.47,1.50389293e+08,1.97513188e+01,19.968,2.508842,96.671,36.913
12:31:39.51,12:31:44.85,12:31:50.19,1.50389332e+08,1.97511652e+01,19.968,2.508861,96.531,36.913
12:31:50.19,12:31:55.53,12:32:00.87,1.50389370e+08,1.97510122e+01,19.969,2.508881,96.391,36.913
12:32:00.85,12:32:06.19,12:32:11.53,1.50389408e+08,1.97508594e+01,19.969,2.508900,96.252,36.913
12:32:11.54,12:32:16.88,12:32:22.22,1.50389446e+08,1.97507061e+01,19.969,2.508919,96.112,36.913
12:32:22.19,12:32:27.53,12:32:32.87,1.50389484e+08,1.97505534e+01,19.969,2.508939,95.972,36.913
12:32:32.88,12:32:38.22,12:32:43.56,1.50389522e+08,1.97504002e+01,19.970,2.508958,95.833,36.912
12:32:43.54,12:32:48.88,12:32:54.22,1.50389560e+08,1.97502473e+01,19.970,2.508978,95.693,36.912
12:32:54.22,12:32:59.56,12:33:04.90,1.50389598e+08,1.97500941e+01,19.970,2.508997,95.553,36.912
12:33:04.91,12:33:10.25,12:33:15.59,1.50389637e+08,1.97499407e+01,19.971,2.509017,95.413,36.912
12:33:15.60,12:33:20.94,12:33:26.28,1.50389675e+08,1.97497874e+01,19.971,2.509036,95.273,36.912
12:33:26.26,12:33:31.60,12:33:36.94,1.50389713e+08,1.97496344e+01,19.971,2.509056,95.134,36.912
12:33:36.94,12:33:42.28,12:33:47.62,1.50389751e+08,1.97494812e+01,19.971,2.509075,94.994,36.912
12:33:47.60,12:33:52.94,12:33:58.28,1.50389789e+08,1.97493281e+01,19.972,2.509094,94.855,36.912
12:33:58.29,12:34:03.63,12:34:08.97,1.50389827e+08,1.97491747e+01,19.972,2.509114,94.715,36.912
12:34:08.94,12:34:14.28,12:34:19.62,1.50389865e+08,1.97490218e+01,19.972,2.509133,94.575,36.912
12:34:19.63,12:34:24.97,12:34:30.31,1.50389903e+08,1.97488682e+01,19.972,2.509153,94.435,36.912
12:34:30.32,12:34:35.66,12:34:41.00,1.50389942e+08,1.97487147e+01,19.973,2.509172,94.295,36.912
12:34:41.00,12:34:46.34,12:34:51.68,1.50389980e+08,1.97485613e+01,19.973,2.509192,94.156,36.912
12:34:51.66,12:34:57.00,12:35:02.34,1.50390018e+08,1.97484081e+01,19.973,2.509211,94.016,36.912
12:35:02.35,12:35:07.69,12:35:13.03,1.50390056e+08,1.97482545e+01,19.974,2.509231,93.876,36.912
12:35:13.00,12:35:18.34,12:35:23.68,1.50390094e+08,1.97481014e+01,19.974,2.509250,93.737,36.912
12:35:23.72,12:35:29.06,12:35:34.40,1.50390132e+08,1.97479473e+01,19.974,2.509270,93.597,36.912
12:35:34.38,12:35:39.72,12:35:45.06,1.50390170e+08,1.97477941e+01,19.974,2.509289,93.457,36.912
12:35:45.07,12:35:50.41,12:35:55.75,1.50390209e+08,1.97476404e+01,19.975,2.509309,93.317,36.912
12:35:55.75,12:36:01.09,12:36:06.43,1.50390247e+08,1.97474868e+01,19.975,2.509328,93.177,36.912
12:36:06.41,12:36:11.75,12:36:17.09,1.50390285e+08,1.97473335e+01,19.975,2.509348,93.038,36.912
12:36:17.10,12:36:22.44,12:36:27.78,1.50390323e+08,1.97471797e+01,19.975,2.509367,92.898,36.912
12:36:27.75,12:36:33.09,12:36:38.43,1.50390361e+08,1.97470265e+01,19.976,2.509387,92.759,36.912
12:36:38.44,12:36:43.78,12:36:49.12,1.50390399e+08,1.97468727e+01,19.976,2.509406,92.619,36.911
12:36:49.10,12:36:54.44,12:36:59.78,1.50390437e+08,1.97467193e+01,19.976,2.509426,92.479,36.911
12:36:59.78,12:37:05.12,12:37:10.46,1.50390475e+08,1.97465655e+01,19.977,2.509445,92.339,36.911
12:37:10.47,12:37:15.81,12:37:21.15,1.50390513e+08,1.97464116e+01,19.977,2.509465,92.199,36.911
12:37:21.13,12:37:26.47,12:37:31.81,1.50390552e+08,1.97462581e+01,19.977,2.509484,92.060,36.911
12:37:31.81,12:37:37.15,12:37:42.49,1.50390590e+08,1.97461043e+01,19.977,2.509504,91.920,36.911
12:37:42.50,12:37:47.84,12:37:53.18,1.50390628e+08,1.97459504e+01,19.978,2.509523,91.780,36.911
12:37:53.16,12:37:58.50,12:38:03.84,1.50390666e+08,1.97457968e+01,19.978,2.509543,91.641,36.911
12:38:03.85,12:38:09.19,12:38:14.53,1.50390704e+08,1.97456420e+01,19.978,2.509563,91.501,36.911
12:38:14.53,12:38:19.87,12:38:25.21,1.50390742e+08,1.97454880e+01,19.978,2.509582,91.361,36.911
12:38:25.22,12:38:30.56,12:38:35.90,1.50390780e+08,1.97453340e+01,19.979,2.509602,91.221,36.911
12:38:35.88,12:38:41.22,12:38:46.56,1.50390818e+08,1.97451804e+01,19.979,2.509621,91.082,36.911
12:38:46.56,12:38:51.90,12:38:57.24,1.50390857e+08,1.97450263e+01,19.979,2.509641,90.942,36.911
12:38:57.22,12:39:02.56,12:39:07.90,1.50390895e+08,1.97448726e+01,19.979,2.509660,90.802,36.911
12:39:07.91,12:39:13.25,12:39:18.59,1.50390933e+08,1.97447185e+01,19.980,2.509680,90.662,36.911
12:39:18.56,12:39:23.90,12:39:29.24,1.50390971e+08,1.97445650e+01,19.980,2.509700,90.523,36.911
12:39:29.28,12:39:34.62,12:39:39.96,1.50391009e+08,1.97444103e+01,19.980,2.509719,90.383,36.911
12:39:39.94,12:39:45.28,12:39:50.62,1.50391047e+08,1.97442565e+01,19.981,2.509739,90.243,36.911
12:39:50.63,12:39:55.97,12:40:01.31,1.50391085e+08,1.97441023e+01,19.981,2.509758,90.103,36.911
12:40:01.31,12:40:06.65,12:40:11.99,1.50391124e+08,1.97439481e+01,19.981,2.509778,89.963,36.911
12:40:11.97,12:40:17.31,12:40:22.65,1.50391162e+08,1.97437943e+01,19.981,2.509797,89.824,36.911
12:40:22.66,12:40:28.00,12:40:33.34,1.50391200e+08,1.97436400e+01,19.982,2.509817,89.684,36.911
12:40:33.31,12:40:38.65,12:40:43.99,1.50391238e+08,1.97434862e+01,19.982,2.509837,89.545,36.910
12:40:44.00,12:40:49.34,12:40:54.68,1.50391276e+08,1.97433318e+01,19.982,2.509856,89.405,36.910
12:40:54.69,12:41:00.03,12:41:05.37,1.50391314e+08,1.97431774e+01,19.982,2.509876,89.265,36.910
12:41:05.34,12:41:10.68,12:41:16.02,1.50391352e+08,1.97430236e+01,19.983,2.509895,89.125,36.910
12:41:16.03,12:41:21.37,12:41:26.71,1.50391390e+08,1.97428692e+01,19.983,2.509915,88.985,36.910
12:41:26.69,12:41:32.03,12:41:37.37,1.50391428e+08,1.97427151e+01,19.983,2.509935,88.846,36.910
12:41:37.37,12:41:42.71,12:41:48.05,1.50391467e+08,1.97425609e+01,19.984,2.509954,88.706,36.910
12:41:48.03,12:41:53.37,12:41:58.71,1.50391505e+08,1.97424068e+01,19.984,2.509974,88.567,36.910
12:41:58.72,12:42:04.06,12:42:09.40,1.50391543e+08,1.97422523e+01,19.984,2.509993,88.427,36.910
12:42:09.37,12:42:14.71,12:42:20.05,1.50391581e+08,1.97420982e+01,19.984,2.510013,88.287,36.910
12:42:20.06,12:42:25.40,12:42:30.74,1.50391619e+08,1.97419437e+01,19.985,2.510033,88.147,36.910
12:42:30.72,12:42:36.06,12:42:41.40,1.50391657e+08,1.97417895e+01,19.985,2.510052,88.008,36.910
12:42:41.40,12:42:46.74,12:42:52.08,1.50391695e+08,1.97416350e+01,19.985,2.510072,87.868,36.910
12:42:52.06,12:42:57.40,12:43:02.74,1.50391733e+08,1.97414808e+01,19.985,2.510091,87.729,36.910
12:43:02.75,12:43:08.09,12:43:13.43,1.50391771e+08,1.97413261e+01,19.986,2.510111,87.589,36.910
12:43:13.47,12:43:18.81,12:43:24.15,1.50391810e+08,1.97411710e+01,19.986,2.510131,87.448,36.910
12:43:24.15,12:43:29.49,12:43:34.83,1.50391848e+08,1.97410164e+01,19.986,2.510150,87.309,36.910
12:43:34.84,12:43:40.18,12:43:45.52,1.50391886e+08,1.97408618e+01,19.987,2.510170,87.169,36.910
12:43:45.50,12:43:50.84,12:43:56.18,1.50391924e+08,1.97407074e+01,19.987,2.510190,87.029,36.910
12:43:56.18,12:44:01.52,12:44:06.86,1.50391962e+08,1.97405527e+01,19.987,2.510209,86.889,36.910
12:44:06.87,12:44:12.21,12:44:17.55,1.50392000e+08,1.97403979e+01,19.987,2.510229,86.749,36.910
12:44:17.56,12:44:22.90,12:44:28.24,1.50392039e+08,1.97402431e+01,19.988,2.510249,86.610,36.910
12:44:28.25,12:44:33.59,12:44:38.93,1.50392077e+08,1.97400882e+01,19.988,2.510268,86.470,36.910
12:44:38.93,12:44:44.27,12:44:49.61,1.50392115e+08,1.97399335e+01,19.988,2.510288,86.330,36.909
12:44:49.62,12:44:54.96,12:45:00.30,1.50392153e+08,1.97397787e+01,19.988,2.510308,86.190,36.909
12:45:00.31,12:45:05.65,12:45:10.99,1.50392191e+08,1.97396237e+01,19.989,2.510328,86.050,36.909
12:45:10.96,12:45:16.30,12:45:21.64,1.50392229e+08,1.97394693e+01,19.989,2.510347,85.911,36.909
12:45:21.65,12:45:26.99,12:45:32.33,1.50392268e+08,1.97393143e+01,19.989,2.510367,85.771,36.909
12:45:32.31,12:45:37.65,12:45:42.99,1.50392306e+08,1.97391597e+01,19.990,2.510387,85.631,36.909
12:45:43.00,12:45:48.34,12:45:53.68,1.50392344e+08,1.97390047e+01,19.990,2.510406,85.491,36.909
12:45:53.65,12:45:58.99,12:46:04.33,1.50392382e+08,1.97388503e+01,19.990,2.510426,85.352,36.909
12:46:04.34,12:46:09.68,12:46:15.02,1.50392420e+08,1.97386952e+01,19.990,2.510446,85.212,36.909
12:46:15.03,12:46:20.37,12:46:25.71,1.50392458e+08,1.97385402e+01,19.991,2.510465,85.072,36.909
12:46:25.71,12:46:31.05,12:46:36.39,1.50392496e+08,1.97383852e+01,19.991,2.510485,84.932,36.909
12:46:36.37,12:46:41.71,12:46:47.05,1.50392534e+08,1.97382304e+01,19.991,2.510505,84.793,36.909
12:46:47.06,12:46:52.40,12:46:57.74,1.50392573e+08,1.97380752e+01,19.991,2.510524,84.653,36.909
12:46:57.71,12:47:03.05,12:47:08.39,1.50392611e+08,1.97379206e+01,19.992,2.510544,84.513,36.909
12:47:08.40,12:47:13.74,12:47:19.08,1.50392649e+08,1.97377655e+01,19.992,2.510564,84.374,36.909
12:47:19.09,12:47:24.43,12:47:29.77,1.50392687e+08,1.97376102e+01,19.992,2.510584,84.234,36.909
12:47:29.74,12:47:35.08,12:47:40.42,1.50392725e+08,1.97374556e+01,19.993,2.510603,84.094,36.909
12:47:40.43,12:47:45.77,12:47:51.11,1.50392763e+08,1.97373003e+01,19.993,2.510623,83.954,36.909
12:47:51.09,12:47:56.43,12:48:01.77,1.50392801e+08,1.97371454e+01,19.993,2.510643,83.815,36.909
12:48:01.81,12:48:07.15,12:48:12.49,1.50392840e+08,1.97369896e+01,19.993,2.510662,83.674,36.909
12:48:12.49,12:48:17.83,12:48:23.17,1.50392878e+08,1.97368344e+01,19.994,2.510682,83.535,36.909
12:48:23.15,12:48:28.49,12:48:33.83,1.50392916e+08,1.97366795e+01,19.994,2.510702,83.395,36.909
12:48:33.81,12:48:39.15,12:48:44.49,1.50392954e+08,1.97365245e+01,19.994,2.510722,83.256,36.908
12:48:44.49,12:48:49.83,12:48:55.17,1.50392992e+08,1.97363693e+01,19.994,2.510741,83.116,36.908
12:48:55.15,12:49:00.49,12:49:05.83,1.50393030e+08,1.97362143e+01,19.995,2.510761,82.976,36.908
12:49:05.84,12:49:11.18,12:49:16.52,1.50393068e+08,1.97360588e+01,19.995,2.510781,82.836,36.908
12:49:16.49,12:49:21.83,12:49:27.17,1.50393106e+08,1.97359039e+01,19.995,2.510801,82.697,36.908
12:49:27.18,12:49:32.52,12:49:37.86,1.50393144e+08,1.97357484e+01,19.996,2.510820,82.557,36.908
12:49:37.87,12:49:43.21,12:49:48.55,1.50393183e+08,1.97355928e+01,19.996,2.510840,82.417,36.908
12:49:48.52,12:49:53.86,12:49:59.20,1.50393221e+08,1.97354378e+01,19.996,2.510860,82.278,36.908
12:49:59.21,12:50:04.55,12:50:09.89,1.50393259e+08,1.97352823e+01,19.996,2.510880,82.138,36.908
12:50:09.93,12:50:15.27,12:50:20.61,1.50393297e+08,1.97351262e+01,19.997,2.510899,81.998,36.908
12:50:20.62,12:50:25.96,12:50:31.30,1.50393335e+08,1.97349706e+01,19.997,2.510919,81.858,36.908
12:50:31.30,12:50:36.64,12:50:41.98,1.50393373e+08,1.97348150e+01,19.997,2.510939,81.718,36.908
12:50:41.99,12:50:47.33,12:50:52.67,1.50393412e+08,1.97346594e+01,19.997,2.510959,81.578,36.908
12:50:52.68,12:50:58.02,12:51:03.36,1.50393450e+08,1.97345037e+01,19.998,2.510979,81.438,36.908
12:51:03.34,12:51:08.68,12:51:14.02,1.50393488e+08,1.97343485e+01,19.998,2.510998,81.299,36.908
12:51:14.02,12:51:19.36,12:51:24.70,1.50393526e+08,1.97341928e+01,19.998,2.511018,81.159,36.908
12:51:24.68,12:51:30.02,12:51:35.36,1.50393564e+08,1.97340374e+01,19.999,2.511038,81.019,36.908
12:51:35.37,12:51:40.71,12:51:46.05,1.50393602e+08,1.97338817e+01,19.999,2.511058,80.879,36.908
12:51:46.05,12:51:51.39,12:51:56.73,1.50393640e+08,1.97337260e+01,19.999,2.511078,80.740,36.908
12:51:56.71,12:52:02.05,12:52:07.39,1.50393678e+08,1.97335706e+01,19.999,2.511097,80.600,36.908
12:52:07.43,12:52:12.77,12:52:18.11,1.50393717e+08,1.97334143e+01,20.000,2.511117,80.460,36.908
12:52:18.08,12:52:23.42,12:52:28.76,1.50393755e+08,1.97332589e+01,20.000,2.511137,80.320,36.908
12:52:28.77,12:52:34.11,12:52:39.45,1.50393793e+08,1.97331031e+01,20.000,2.511157,80.180,36.908
12:52:39.46,12:52:44.80,12:52:50.14,1.50393831e+08,1.97329471e+01,20.000,2.511177,80.041,36.907
12:52:50.15,12:52:55.49,12:53:00.83,1.50393869e+08,1.97327911e+01,20.001,2.511196,79.901,36.907
12:53:00.80,12:53:06.14,12:53:11.48,1.50393907e+08,1.97326358e+01,20.001,2.511216,79.761,36.907
12:53:11.49,12:53:16.83,12:53:22.17,1.50393946e+08,1.97324797e+01,20.001,2.511236,79.621,36.907
12:53:22.15,12:53:27.49,12:53:32.83,1.50393984e+08,1.97323241e+01,20.002,2.511256,79.482,36.907
12:53:32.83,12:53:38.17,12:53:43.51,1.50394022e+08,1.97321682e+01,20.002,2.511276,79.342,36.907
12:53:43.52,12:53:48.86,12:53:54.20,1.50394060e+08,1.97320122e+01,20.002,2.511296,79.202,36.907
12:53:54.18,12:53:59.52,12:54:04.86,1.50394098e+08,1.97318565e+01,20.002,2.511315,79.063,36.907
12:54:04.86,12:54:10.20,12:54:15.54,1.50394136e+08,1.97317005e+01,20.003,2.511335,78.923,36.907
12:54:15.52,12:54:20.86,12:54:26.20,1.50394174e+08,1.97315448e+01,20.003,2.511355,78.783,36.907
12:54:26.21,12:54:31.55,12:54:36.89,1.50394212e+08,1.97313887e+01,20.003,2.511375,78.643,36.907
12:54:36.90,12:54:42.24,12:54:47.58,1.50394251e+08,1.97312324e+01,20.003,2.511395,78.503,36.907
12:54:47.55,12:54:52.89,12:54:58.23,1.50394289e+08,1.97310768e+01,20.004,2.511415,78.364,36.907
12:54:58.24,12:55:03.58,12:55:08.92,1.50394327e+08,1.97309205e+01,20.004,2.511434,78.224,36.907
12:55:08.89,12:55:14.23,12:55:19.57,1.50394365e+08,1.97307649e+01,20.004,2.511454,78.085,36.907
12:55:19.58,12:55:24.92,12:55:30.26,1.50394403e+08,1.97306086e+01,20.005,2.511474,77.945,36.907
12:55:30.27,12:55:35.61,12:55:40.95,1.50394441e+08,1.97304522e+01,20.005,2.511494,77.805,36.907
12:55:40.96,12:55:46.30,12:55:51.64,1.50394479e+08,1.97302959e+01,20.005,2.511514,77.665,36.907
12:55:51.64,12:55:56.98,12:56:02.32,1.50394518e+08,1.97301397e+01,20.005,2.511534,77.525,36.907
12:56:02.33,12:56:07.67,12:56:13.01,1.50394556e+08,1.97299833e+01,20.006,2.511554,77.385,36.907
12:56:12.99,12:56:18.33,12:56:23.67,1.50394594e+08,1.97298274e+01,20.006,2.511574,77.246,36.907
12:56:23.68,12:56:29.02,12:56:34.36,1.50394632e+08,1.97296709e+01,20.006,2.511593,77.106,36.907
12:56:34.36,12:56:39.70,12:56:45.04,1.50394670e+08,1.97295146e+01,20.006,2.511613,76.966,36.906
12:56:45.05,12:56:50.39,12:56:55.73,1.50394708e+08,1.97293582e+01,20.007,2.511633,76.826,36.906
12:56:55.74,12:57:01.08,12:57:06.42,1.50394747e+08,1.97292016e+01,20.007,2.511653,76.686,36.906
12:57:06.42,12:57:11.76,12:57:17.10,1.50394785e+08,1.97290452e+01,20.007,2.511673,76.547,36.906
12:57:17.11,12:57:22.45,12:57:27.79,1.50394823e+08,1.97288887e+01,20.008,2.511693,76.407,36.906
12:57:27.80,12:57:33.14,12:57:38.48,1.50394861e+08,1.97287321e+01,20.008,2.511713,76.267,36.906
12:57:38.46,12:57:43.80,12:57:49.14,1.50394899e+08,1.97285760e+01,20.008,2.511733,76.127,36.906
12:57:49.14,12:57:54.48,12:57:59.82,1.50394937e+08,1.97284195e+01,20.008,2.511753,75.987,36.906
12:57:59.80,12:58:05.14,12:58:10.48,1.50394975e+08,1.97282633e+01,20.009,2.511773,75.848,36.906
12:58:10.49,12:58:15.83,12:58:21.17,1.50395014e+08,1.97281066e+01,20.009,2.511793,75.708,36.906
12:58:21.14,12:58:26.48,12:58:31.82,1.50395052e+08,1.97279505e+01,20.009,2.511812,75.569,36.906
12:58:31.83,12:58:37.17,12:58:42.51,1.50395090e+08,1.97277938e+01,20.009,2.511832,75.429,36.906
12:58:42.52,12:58:47.86,12:58:53.20,1.50395128e+08,1.97276371e+01,20.010,2.511852,75.289,36.906
12:58:53.17,12:58:58.51,12:59:03.85,1.50395166e+08,1.97274809e+01,20.010,2.511872,75.149,36.906
12:59:03.86,12:59:09.20,12:59:14.54,1.50395204e+08,1.97273242e+01,20.010,2.511892,75.010,36.906
12:59:14.52,12:59:19.86,12:59:25.20,1.50395242e+08,1.97271678e+01,20.011,2.511912,74.870,36.906
12:59:25.20,12:59:30.54,12:59:35.88,1.50395280e+08,1.97270111e+01,20.011,2.511932,74.730,36.906
12:59:35.86,12:59:41.20,12:59:46.54,1.50395318e+08,1.97268546e+01,20.011,2.511952,74.591,36.906
12:59:46.55,12:59:51.89,12:59:57.23,1.50395357e+08,1.97266977e+01,20.011,2.511972,74.451,36.906
12:59:57.20,13:00:02.54,13:00:07.88,1.50395395e+08,1.97265414e+01,20.012,2.511992,74.311,36.906
13:00:07.89,13:00:13.23,13:00:18.57,1.50395433e+08,1.97263846e+01,20.012,2.512012,74.171,36.906
13:00:18.55,13:00:23.89,13:00:29.23,1.50395471e+08,1.97262280e+01,20.012,2.512032,74.032,36.906
13:00:29.27,13:00:34.61,13:00:39.95,1.50395509e+08,1.97260706e+01,20.012,2.512052,73.892,36.906
13:00:39.92,13:00:45.26,13:00:50.60,1.50395547e+08,1.97259142e+01,20.013,2.512072,73.752,36.905
13:00:50.61,13:00:55.95,13:01:01.29,1.50395585e+08,1.97257572e+01,20.013,2.512092,73.612,36.905
13:01:01.33,13:01:06.67,13:01:12.01,1.50395624e+08,1.97255997e+01,20.013,2.512112,73.472,36.905
13:01:11.98,13:01:17.32,13:01:22.66,1.50395662e+08,1.97254432e+01,20.014,2.512132,73.333,36.905
13:01:22.67,13:01:28.01,13:01:33.35,1.50395700e+08,1.97252861e+01,20.014,2.512152,73.193,36.905
13:01:33.36,13:01:38.70,13:01:44.04,1.50395738e+08,1.97251291e+01,20.014,2.512172,73.053,36.905
13:01:44.05,13:01:49.39,13:01:54.73,1.50395776e+08,1.97249719e+01,20.014,2.512192,72.913,36.905
13:01:54.73,13:02:00.07,13:02:05.41,1.50395815e+08,1.97248148e+01,20.015,2.512212,72.773,36.905
13:02:05.42,13:02:10.76,13:02:16.10,1.50395853e+08,1.97246576e+01,20.015,2.512232,72.633,36.905
13:02:16.08,13:02:21.42,13:02:26.76,1.50395891e+08,1.97245009e+01,20.015,2.512252,72.494,36.905
13:02:26.76,13:02:32.10,13:02:37.44,1.50395929e+08,1.97243438e+01,20.015,2.512272,72.354,36.905
13:02:37.45,13:02:42.79,13:02:48.13,1.50395967e+08,1.97241866e+01,20.016,2.512292,72.214,36.905
13:02:48.11,13:02:53.45,13:02:58.79,1.50396005e+08,1.97240297e+01,20.016,2.512312,72.075,36.905
13:02:58.80,13:03:04.14,13:03:09.48,1.50396043e+08,1.97238724e+01,20.016,2.512332,71.935,36.905
13:03:09.48,13:03:14.82,13:03:20.16,1.50396082e+08,1.97237153e+01,20.017,2.512352,71.795,36.905
13:03:20.17,13:03:25.51,13:03:30.85,1.50396120e+08,1.97235578e+01,20.017,2.512372,71.655,36.905
13:03:30.86,13:03:36.20,13:03:41.54,1.50396158e+08,1.97234005e+01,20.017,2.512392,71.515,36.905
13:03:41.54,13:03:46.88,13:03:52.22,1.50396196e+08,1.97232433e+01,20.017,2.512412,71.375,36.905
13:03:52.23,13:03:57.57,13:04:02.91,1.50396234e+08,1.97230859e+01,20.018,2.512432,71.235,36.905
13:04:02.92,13:04:08.26,13:04:13.60,1.50396272e+08,1.97229284e+01,20.018,2.512452,71.095,36.905
13:04:13.64,13:04:18.98,13:04:24.32,1.50396311e+08,1.97227705e+01,20.018,2.512472,70.955,36.905
13:04:24.29,13:04:29.63,13:04:34.97,1.50396349e+08,1.97226136e+01,20.018,2.512492,70.816,36.905
13:04:34.98,13:04:40.32,13:04:45.66,1.50396387e+08,1.97224561e+01,20.019,2.512512,70.676,36.904
13:04:45.64,13:04:50.98,13:04:56.32,1.50396425e+08,1.97222990e+01,20.019,2.512532,70.536,36.904
13:04:56.32,13:05:01.66,13:05:07.00,1.50396463e+08,1.97221416e+01,20.019,2.512552,70.397,36.904
13:05:07.01,13:05:12.35,13:05:17.69,1.50396501e+08,1.97219840e+01,20.020,2.512572,70.257,36.904
13:05:17.67,13:05:23.01,13:05:28.35,1.50396539e+08,1.97218269e+01,20.020,2.512592,70.117,36.904
13:05:28.36,13:05:33.70,13:05:39.04,1.50396578e+08,1.97216691e+01,20.020,2.512612,69.977,36.904
13:05:39.01,13:05:44.35,13:05:49.69,1.50396616e+08,1.97215121e+01,20.020,2.512632,69.838,36.904
13:05:49.70,13:05:55.04,13:06:00.38,1.50396654e+08,1.97213545e+01,20.021,2.512652,69.698,36.904
13:06:00.39,13:06:05.73,13:06:11.07,1.50396692e+08,1.97211967e+01,20.021,2.512672,69.558,36.904
13:06:11.04,13:06:16.38,13:06:21.72,1.50396730e+08,1.97210396e+01,20.021,2.512692,69.419,36.904
13:06:21.73,13:06:27.07,13:06:32.41,1.50396768e+08,1.97208819e+01,20.021,2.512712,69.279,36.904
13:06:32.39,13:06:37.73,13:06:43.07,1.50396806e+08,1.97207245e+01,20.022,2.512733,69.139,36.904
13:06:43.07,13:06:48.41,13:06:53.75,1.50396845e+08,1.97205669e+01,20.022,2.512753,68.999,36.904
13:06:53.76,13:06:59.10,13:07:04.44,1.50396883e+08,1.97204091e+01,20.022,2.512773,68.859,36.904
13:07:04.45,13:07:09.79,13:07:15.13,1.50396921e+08,1.97202512e+01,20.023,2.512793,68.720,36.904
13:07:15.14,13:07:20.48,13:07:25.82,1.50396959e+08,1.97200933e+01,20.023,2.512813,68.580,36.904
13:07:25.79,13:07:31.13,13:07:36.47,1.50396997e+08,1.97199361e+01,20.023,2.512833,68.440,36.904
